name,rating,ctype,highly_rated
Arabian Industries,3.9,Oil & Gas,"Work Life Balance, Company Culture, Work Satisfaction"
Merit Data and Technology,3.9,Analytics & KPO,"Work Life Balance, Company Culture, Work Satisfaction"
MAHLE Behr India,3.7,Auto Components,Job Security
Aarti Steels,3.7,Iron & Steel,"Promotions, Company Culture, Job Security"
The Sleep Company,4.2,Furniture & Furnishing,"Salary, Company Culture, Skill Development"
Debtcare Enterprises,4.3,Investment Banking / Venture Capital / Private Equity,"Company Culture, Work Life Balance, Work Satisfaction"
Aloha Technology,2.5,IT Services & Consulting,"Company Culture, Promotions, Work Life Balance"
Jasper Colin,3.4,Analytics & KPO,Salary
Han Digital,2.9,Recruitment,"Job Security, Promotions, Skill Development"
Coding Ninjas,3.8,EdTech,Company Culture
L&T Valves,3.8,Industrial Machinery,"Job Security, Skill Development"
AceMicromatic Group,4.3,Industrial Machinery,"Company Culture, Job Security, Skill Development"
Praxis Services,3.2,Management Consulting,"Promotions, Company Culture, Work Satisfaction"
Recipharm Pharmaservices,3.8,Pharma,"Work Life Balance, Job Security"
Pitaara,4.2,Food Processing,"Company Culture, Job Security, Work Life Balance"
Path Infotech,3.3,IT Services & Consulting,"Promotions, Salary, Work Satisfaction"
EXO Edge,3.5,BPO,"Promotions, Skill Development, Company Culture"
Rainbow Childrens Hospital,3.8,Healthcare,"Skill Development, Job Security"
TP Central Odisha Distribution,3.7,Power,Job Security
Vashi Integrated Solutions Limited,3.8,Industrial Machinery,"Job Security, Company Culture, Work Life Balance"
Somic ZF Components,4.2,Auto Components,"Company Culture, Work Life Balance, Work Satisfaction"
Mit World Peace University,4.0,Education & Training,"Job Security, Company Culture, Work Life Balance"
Urban Ladder,3.7,Furniture & Furnishing,"Promotions, Job Security, Salary"
Gupta Power Infrastructure,2.9,Power,"Promotions, Salary, Company Culture"
SNVA Group,3.4,IT Services & Consulting,"Promotions, Company Culture, Work Life Balance"
Halliburton,3.6,Engineering & Construction,Salary
Synergies Castings,3.8,Auto Components,"Job Security, Skill Development, Work Life Balance"
Sri Sri Tattva,3.5,FMCG,"Promotions, Skill Development, Work Satisfaction"
Dinshaws,3.9,Food Processing,"Work Life Balance, Company Culture"
Brawn Group,3.5,Pharma,"Job Security, Promotions, Company Culture"
Myk Schomburg,3.9,Chemicals,"Salary, Work Life Balance"
Sata Vikas India,3.5,Auto Components,"Promotions, Company Culture, Job Security"
ESAF CO-OPERATIVE,3.5,Financial Services,"Promotions, Salary, Company Culture"
NU Vista,4.2,Building Material,"Job Security, Skill Development, Company Culture"
Selec Controls,3.5,Electronics Manufacturing,"Promotions, Company Culture, Work Satisfaction"
Schaeffer & Sam,3.3,Accounting & Auditing,"Promotions, Work Satisfaction, Company Culture"
V2Solutions,3.4,IT Services & Consulting,"Job Security, Promotions, Skill Development"
Springer Nature in India,3.9,Printing & Publishing,"Work Life Balance, Company Culture, Job Security"
E-Solutions,3.3,Recruitment,"Promotions, Job Security, Skill Development"
Nava Limited,3.8,Metals & Mining,"Work Life Balance, Job Security"
Sakthi Auto Components,3.2,Auto Components,"Promotions, Salary, Company Culture"
Global Aluminium,3.8,Metals & Mining,"Promotions, Company Culture, Job Security"
Signode,3.6,Industrial Machinery,"Promotions, Salary, Work Satisfaction"
Maharashtra Hybrid Seed Company,4.0,Agriculture,"Company Culture, Work Life Balance, Work Satisfaction"
Hindustan Wellness,3.2,Healthcare,"Promotions, Work Satisfaction, Job Security"
ShopKirana,3.9,Software Product,"Company Culture, Work Life Balance, Salary"
Essilor,4.0,Medical Equipment,"Company Culture, Work Life Balance, Job Security"
Teleysia Networks,3.6,Telecom,"Promotions, Job Security, Company Culture"
Lucas Indian Service,4.1,Auto Components,"Skill Development, Company Culture, Work Life Balance"
Holisol Logistics,3.9,Logistics,Work Life Balance
Banco Products,3.5,Auto Components,"Promotions, Company Culture, Work Life Balance"
Scaleneworks,3.6,Recruitment,"Job Security, Promotions, Skill Development"
LCC Projects,4.4,Engineering & Construction,"Work Life Balance, Salary, Company Culture"
L&T–MHI Power Boilers,4.1,Industrial Machinery,"Company Culture, Work Life Balance, Job Security"
Furukawa Minda Electric,4.0,Auto Components,"Work Life Balance, Company Culture, Job Security"
InfodriveIndia,3.9,Other,"Company Culture, Skill Development, Work Life Balance"
Lloyd Insulations,3.4,Industrial Machinery,"Promotions, Company Culture, Salary"
Machino Plastics,3.5,Auto Components,"Job Security, Promotions, Company Culture"
Aeronautical Development Agency,4.2,Defence & Aerospace,"Work Life Balance, Company Culture, Work Satisfaction"
Adani Energy Solutions,3.7,Power,"Promotions, Company Culture, Work Life Balance"
EqualizeRCM Services,3.8,Analytics & KPO,"Promotions, Work Satisfaction, Salary"
Dvara KGFS,3.7,NBFC,Promotions
Shree Renuka Sugars,4.1,Food Processing,"Work Life Balance, Job Security, Company Culture"
ADNOC,4.3,Oil & Gas,"Work Life Balance, Company Culture, Work Satisfaction"
Avanse Financial Services,3.7,Financial Services,Promotions
Silverlink Technologies,3.8,IT Services & Consulting,Work Life Balance
Sigmoid,3.7,Analytics & KPO,Promotions
Cadence Design Systems,3.8,Semiconductors,"Company Culture, Work Life Balance, Salary"
Chubb,3.4,Insurance,"Promotions, Work Satisfaction, Skill Development"
Minda Kosei Aluminum Wheel,4.1,Auto Components,"Job Security, Company Culture, Work Life Balance"
DCDC Kidney Care,3.9,Healthcare,"Work Life Balance, Skill Development, Company Culture"
63 Moons Technologies,3.7,IT Services & Consulting,"Promotions, Skill Development, Work Satisfaction"
Pfizer Products India,3.8,Pharma,"Work Life Balance, Company Culture"
AI Variant,4.2,IT Services & Consulting,"Work Life Balance, Skill Development, Work Satisfaction"
Kusum Healthcare,4.0,Pharma,"Work Life Balance, Company Culture, Work Satisfaction"
Jtekt Sona Automotive India,4.3,Auto Components,"Company Culture, Job Security, Work Life Balance"
ESIC HOSPITAL,4.1,Healthcare,"Work Life Balance, Salary, Work Satisfaction"
GITAM University,3.6,Education & Training,"Promotions, Skill Development"
Delhi Metro Rail Corporation,4.2,Logistics,"Work Life Balance, Company Culture, Work Satisfaction"
UCO Bank,3.6,Banking,Job Security
Indus Valley Partners,2.8,IT Services & Consulting,"Work Satisfaction, Skill Development, Promotions"
State Bank Operations Support Services,3.5,IT Services & Consulting,"Promotions, Job Security, Salary"
Fluentgrid,3.4,IT Services & Consulting,"Salary, Promotions, Company Culture"
Kerala State Electricity Board,4.2,Power,"Work Life Balance, Skill Development, Company Culture"
Cohizon Life Sciences Limited,3.6,Chemicals,"Job Security, Promotions, Company Culture"
Mahindra Truck and Bus,3.6,Automobile,Promotions
Opkey,4.5,Software Product,"Skill Development, Company Culture, Work Satisfaction"
Technosoft Engineering Projects Limited,3.6,Industrial Automation,"Promotions, Salary, Work Satisfaction"
Jaypee Cement,4.0,Building Material,"Job Security, Work Life Balance, Work Satisfaction"
Entab Infotech,3.0,EdTech,"Promotions, Job Security, Company Culture"
Decimal Point Analytics,2.7,Analytics & KPO,"Job Security, Promotions, Work Satisfaction"
Sphinx Worldbiz,3.5,Engineering & Construction,"Promotions, Job Security, Skill Development"
Aabasoft,3.9,IT Services & Consulting,"Company Culture, Job Security, Skill Development"
Abbott Nutrition International,4.1,Pharma,"Salary, Skill Development, Company Culture"
Emmvee Photovoltaic Power,3.4,Power,"Promotions, Company Culture, Work Satisfaction"
Girmiti Software,4.1,IT Services & Consulting,"Skill Development, Work Satisfaction, Company Culture"
Pricol Precision Products,3.9,Auto Components,Skill Development
Aabasoft,3.9,IT Services & Consulting,"Company Culture, Job Security, Skill Development"
Rooman Technologies,3.6,Education & Training,"Salary, Job Security, Promotions"
Innover Digital,4.2,IT Services & Consulting,"Work Life Balance, Salary, Company Culture"
Gi Group,3.8,Recruitment,"Promotions, Work Satisfaction, Skill Development"
Ratnamani Metals and Tubes,4.2,Iron & Steel,"Job Security, Work Life Balance, Company Culture"
Ck Birla Hospitals,3.9,Healthcare,"Work Life Balance, Job Security, Skill Development"
MIOT INTERNATIONAL,3.6,Healthcare,"Promotions, Company Culture, Salary"
Polyplastics Industries (I),3.7,Auto Components,Job Security
SR Fast Connect Staffing,4.5,Noida +9 other locations,"Company Culture, Work Life Balance, Work Satisfaction"
Easy Home Finance,4.5,FinTech,"Salary, Company Culture, Work Life Balance"
Lincoln Pharmaceuticals,3.3,Pharma,"Promotions, Salary, Company Culture"
Zydus Hospital,4.2,Healthcare,"Job Security, Skill Development, Company Culture"
Piramal Foundation,4.2,Non-Profit,"Company Culture, Work Life Balance, Skill Development"
Tumbledry Solutions,4.4,Other,"Salary, Company Culture, Work Life Balance"
Publicis Resources,3.4,Marketing & Advertising,"Promotions, Job Security, Work Satisfaction"
DISYS,3.1,IT Services & Consulting,"Job Security, Company Culture, Work Life Balance"
Labcorp,4.1,Clinical Research,"Work Life Balance, Job Security, Company Culture"
Savex Technologies,3.9,Other,"Job Security, Company Culture, Work Life Balance"
Navneet Education,4.0,Printing & Publishing,"Job Security, Work Life Balance, Company Culture"
Tata Play Fiber,3.9,Telecom,Promotions
Navneet Education,4.0,Printing & Publishing,"Job Security, Work Life Balance, Company Culture"
Himedia Laboratories,4.0,Biotechnology,"Work Life Balance, Job Security, Salary"
Oriental Aromatics,3.8,Chemicals,"Work Life Balance, Salary"
Softcell Technologies,3.7,IT Services & Consulting,Work Life Balance
Global Calcium,3.4,Pharma,"Company Culture, Promotions, Work Satisfaction"
IIC Technologies,3.6,IT Services & Consulting,"Promotions, Salary, Skill Development"
TCPL Packaging,4.0,Packaging,"Salary, Work Life Balance, Work Satisfaction"
Peregrine Guarding,4.0,Law Enforcement & Security,"Work Life Balance, Job Security, Skill Development"
Jaiprakash Power Ventures,4.1,Power,"Job Security, Work Life Balance, Work Satisfaction"
Vasan Eye Care Hospitals,3.8,Healthcare,"Company Culture, Work Life Balance"
Hitech Digital Solutions,3.8,IT Services & Consulting,"Company Culture, Work Life Balance, Job Security"
Luxor Writing Instruments,3.5,Other,"Promotions, Skill Development, Company Culture"
Louis Philippe,4.4,Fashion & Textile,"Skill Development, Company Culture, Work Life Balance"
Hyundai Construction Equipment,4.2,Industrial Machinery,"Work Life Balance, Job Security, Company Culture"
Deepak Phenolics,4.4,Chemicals,"Job Security, Company Culture, Skill Development"
SAR Group,3.8,Consumer Electronics & Appliances,"Promotions, Salary"
Nitco,4.0,Building Material,"Work Life Balance, Company Culture, Salary"
DEC Infra,3.6,Real Estate,Salary
Indovance Inc,4.3,Design,"Company Culture, Work Satisfaction, Job Security"
MNC Group,4.2,Investment Banking / Venture Capital / Private Equity,"Company Culture, Work Life Balance, Work Satisfaction"
"Ministry Of Health, New Delhi",3.9,Healthcare,Work Life Balance
Country Holidays Inn & Suites,4.2,Travel & Tourism,"Work Life Balance, Company Culture, Work Satisfaction"
Technicolor,3.5,Animation & VFX,"Job Security, Promotions, Salary"
Nutricia,3.6,Fitness & Wellness,Salary
Inventia Healthcare,3.9,Pharma,"Job Security, Company Culture, Work Life Balance"
Essar Projects India,3.9,Engineering & Construction,"Work Life Balance, Company Culture, Work Satisfaction"
Harsha Engineers,3.9,Auto Components,"Job Security, Skill Development"
Kent plc,4.1,Oil & Gas,"Work Life Balance, Salary, Company Culture"
Veolia Water Technologies,4.2,Waste Management,"Work Life Balance, Job Security, Company Culture"
Narula Infrastructure,3.6,Engineering & Construction,"Promotions, Company Culture, Work Satisfaction"
Alkyl Amines,4.0,Chemicals,"Job Security, Work Life Balance, Skill Development"
MobileComm Technologies India,3.9,Telecom,"Company Culture, Work Life Balance"
Massmutual Global Business Services,3.9,IT Services & Consulting,"Company Culture, Work Life Balance, Job Security"
Ubisoft Entertainment,3.6,Gaming,"Work Life Balance, Company Culture, Job Security"
Rajsriya Automotive Industries,3.2,Auto Components,"Company Culture, Promotions, Work Life Balance"
Infiniti Software Solutions,4.3,Software Product,"Job Security, Company Culture, Work Satisfaction"
Transworld Systems,3.1,Financial Services,"Promotions, Salary, Skill Development"
Walsons Facility Solutions,3.8,Recruitment,Salary
Lapiz Digital Services,4.0,BPO,"Work Satisfaction, Skill Development, Company Culture"
VSoft Technologies,3.1,FinTech,"Promotions, Salary, Company Culture"
Laxmi Civil Engineering Services,4.1,Engineering & Construction,"Company Culture, Work Life Balance, Work Satisfaction"
Bombay Intelligence Security,4.2,Law Enforcement & Security,"Work Life Balance, Skill Development, Company Culture"
BOLD Technology Systems,3.0,Software Product,"Job Security, Promotions, Work Satisfaction"
CareEdge Ratings,3.1,Financial Services,"Promotions, Salary, Company Culture"
Aristocrat,3.5,Gaming,Work Life Balance
IndusInd Securities,3.7,Financial Services,Work Life Balance
Evelyn Learning Systems,3.9,EdTech,"Company Culture, Work Life Balance"
Novel Office,3.9,Real Estate,"Company Culture, Work Life Balance, Work Satisfaction"
Honda India Power Products,4.1,Industrial Machinery,"Work Life Balance, Job Security, Company Culture"
Sub-K IMPACT Solutions,4.1,Financial Services,"Company Culture, Work Life Balance, Work Satisfaction"
Zota Health Care,3.9,Pharma,"Work Life Balance, Salary, Company Culture"
Renom Energy Services,4.0,Engineering & Construction,"Skill Development, Job Security, Company Culture"
AXIS MY INDIA,3.8,Analytics & KPO,"Salary, Work Life Balance, Skill Development"
AAJ Supply Chain Management,4.0,Logistics,"Skill Development, Company Culture, Work Satisfaction"
Sundaram Motors,4.0,Automobile,"Job Security, Company Culture, Work Life Balance"
Zeta,3.1,Emerging Technologies,"Promotions, Work Life Balance, Work Satisfaction"
OneBanc Technologies,4.8,FinTech,"Promotions, Salary, Company Culture"
MTR Foods,3.9,Hospitality,"Work Life Balance, Job Security, Work Satisfaction"
Genisys Group,3.5,IT Services & Consulting,"Promotions, Skill Development, Salary"
Arya Omnitalk,3.5,Electronics Manufacturing,"Promotions, Skill Development, Work Satisfaction"
Adani Gas,3.1,Oil & Gas,"Promotions, Company Culture, Work Satisfaction"
R&R Limousine And Bus,4.0,Chennai +11 other locations,"Job Security, Company Culture, Work Life Balance"
Tenon Facility Management,3.6,Facility Management Services,"Promotions, Job Security, Skill Development"
Gleneagles Hospital,3.7,Chennai +13 other locations,"Promotions, Salary"
You Broadband,3.5,Telecom,"Job Security, Promotions, Skill Development"
JSW Steel Coated Products,3.9,Mumbai +32 other locations,"Job Security, Skill Development"
KJS Cement,3.6,Building Material,"Promotions, Company Culture, Job Security"
Cardinal Health,4.3,Pharma,"Company Culture, Work Life Balance, Job Security"
Sakon,2.8,Software Product,"Promotions, Skill Development, Work Satisfaction"
Ms Agarwal Foundries,4.1,Iron & Steel,"Skill Development, Salary, Work Life Balance"
Boehringer-Ingelheim,4.1,Pharma,"Work Life Balance, Company Culture, Skill Development"
SEABIRD LOGISOLUTIONS,3.9,Logistics,Work Life Balance
